error_type,path,true_label,pred_prob
false_negative,data/raw/artifact_full/test/FAKE/ddpm__img000114.jpg,1,0.3180225193500519
false_negative,data/raw/artifact_full/test/FAKE/lama__img000023.jpg,1,0.3192838430404663
false_negative,data/raw/artifact_full/test/FAKE/denoising_diffusion_gan__img000031.jpg,1,0.3201765716075897
false_negative,data/raw/artifact_full/test/FAKE/denoising_diffusion_gan__img000038.jpg,1,0.3219291567802429
false_negative,data/raw/artifact_full/test/FAKE/face_synthetics__img000050.jpg,1,0.3232969641685486
false_negative,data/raw/artifact_full/test/FAKE/pro_gan__img000215.jpg,1,0.3238702118396759
false_negative,data/raw/artifact_full/test/FAKE/mat__img000136.jpg,1,0.328580379486084
false_negative,data/raw/artifact_full/test/FAKE/mat__img000086.jpg,1,0.3309604823589325
false_negative,data/raw/artifact_full/test/FAKE/latent_diffusion__img000133.jpg,1,0.33559808135032654
false_negative,data/raw/artifact_full/test/FAKE/ddpm__img000088.jpg,1,0.3379974365234375
false_negative,data/raw/artifact_full/test/FAKE/lama__img000000.jpg,1,0.338484525680542
false_negative,data/raw/artifact_full/test/FAKE/palette__img000255.jpg,1,0.338571161031723
false_negative,data/raw/artifact_full/test/FAKE/denoising_diffusion_gan__img000085.jpg,1,0.33958038687705994
false_negative,data/raw/artifact_full/test/FAKE/taming_transformer__img000234.jpg,1,0.34877708554267883
false_negative,data/raw/artifact_full/test/FAKE/mat__img000012.jpg,1,0.3519904911518097
false_negative,data/raw/artifact_full/test/FAKE/mat__img000255.jpg,1,0.361486554145813
false_negative,data/raw/artifact_full/test/FAKE/generative_inpainting__img000260.jpg,1,0.36230674386024475
false_negative,data/raw/artifact_full/test/FAKE/palette__img000130.jpg,1,0.36257269978523254
false_negative,data/raw/artifact_full/test/FAKE/taming_transformer__img000009.jpg,1,0.3674573004245758
false_negative,data/raw/artifact_full/test/FAKE/vq_diffusion__img000050.jpg,1,0.3688912093639374
false_negative,data/raw/artifact_full/test/FAKE/denoising_diffusion_gan__img000188.jpg,1,0.36985623836517334
false_negative,data/raw/artifact_full/test/FAKE/glide__img000197.jpg,1,0.3702731430530548
false_negative,data/raw/artifact_full/test/FAKE/glide__img000273.jpg,1,0.38105857372283936
false_negative,data/raw/artifact_full/test/FAKE/sfhq__img000119.jpg,1,0.38855835795402527
false_negative,data/raw/artifact_full/test/FAKE/palette__img000053.jpg,1,0.38855981826782227
false_negative,data/raw/artifact_full/test/FAKE/stylegan1__img000208.jpg,1,0.3891942501068115
false_negative,data/raw/artifact_full/test/FAKE/generative_inpainting__img000013.jpg,1,0.3910295367240906
false_negative,data/raw/artifact_full/test/FAKE/palette__img000067.jpg,1,0.3919852077960968
false_negative,data/raw/artifact_full/test/FAKE/glide__img000195.jpg,1,0.3929992616176605
false_negative,data/raw/artifact_full/test/FAKE/taming_transformer__img000253.jpg,1,0.3971875011920929
false_negative,data/raw/artifact_full/test/FAKE/glide__img000115.jpg,1,0.39915287494659424
false_negative,data/raw/artifact_full/test/FAKE/sfhq__img000277.jpg,1,0.40320804715156555
false_negative,data/raw/artifact_full/test/FAKE/lama__img000033.jpg,1,0.4052647650241852
false_negative,data/raw/artifact_full/test/FAKE/glide__img000009.jpg,1,0.40652012825012207
false_negative,data/raw/artifact_full/test/FAKE/stylegan1__img000039.jpg,1,0.40809476375579834
false_negative,data/raw/artifact_full/test/FAKE/gansformer__img000194.jpg,1,0.4112062454223633
false_negative,data/raw/artifact_full/test/FAKE/gansformer__img000144.jpg,1,0.4189835488796234
false_negative,data/raw/artifact_full/test/FAKE/lama__img000103.jpg,1,0.41960951685905457
false_negative,data/raw/artifact_full/test/FAKE/palette__img000094.jpg,1,0.42088910937309265
false_negative,data/raw/artifact_full/test/FAKE/vq_diffusion__img000124.jpg,1,0.4210030436515808
false_negative,data/raw/artifact_full/test/FAKE/stylegan1__img000055.jpg,1,0.4247475564479828
false_negative,data/raw/artifact_full/test/FAKE/glide__img000006.jpg,1,0.4263326823711395
false_negative,data/raw/artifact_full/test/FAKE/palette__img000142.jpg,1,0.43238022923469543
false_negative,data/raw/artifact_full/test/FAKE/denoising_diffusion_gan__img000006.jpg,1,0.43720483779907227
false_negative,data/raw/artifact_full/test/FAKE/mat__img000054.jpg,1,0.43966519832611084
false_negative,data/raw/artifact_full/test/FAKE/glide__img000225.jpg,1,0.4396737813949585
false_negative,data/raw/artifact_full/test/FAKE/gansformer__img000150.jpg,1,0.44051235914230347
false_negative,data/raw/artifact_full/test/FAKE/latent_diffusion__img000247.jpg,1,0.4405650198459625
false_negative,data/raw/artifact_full/test/FAKE/palette__img000244.jpg,1,0.44479161500930786
false_negative,data/raw/artifact_full/test/FAKE/gansformer__img000106.jpg,1,0.4449561536312103
false_negative,data/raw/artifact_full/test/FAKE/glide__img000112.jpg,1,0.44760143756866455
false_negative,data/raw/artifact_full/test/FAKE/stylegan1__img000054.jpg,1,0.45827919244766235
false_negative,data/raw/artifact_full/test/FAKE/stylegan1__img000052.jpg,1,0.46397629380226135
false_negative,data/raw/artifact_full/test/FAKE/palette__img000228.jpg,1,0.47053712606430054
false_negative,data/raw/artifact_full/test/FAKE/glide__img000079.jpg,1,0.4764612913131714
false_negative,data/raw/artifact_full/test/FAKE/vq_diffusion__img000083.jpg,1,0.4826276898384094
false_negative,data/raw/artifact_full/test/FAKE/stylegan1__img000028.jpg,1,0.4843546450138092
false_negative,data/raw/artifact_full/test/FAKE/glide__img000270.jpg,1,0.4860203266143799
false_negative,data/raw/artifact_full/test/FAKE/face_synthetics__img000257.jpg,1,0.48701006174087524
false_negative,data/raw/artifact_full/test/FAKE/taming_transformer__img000117.jpg,1,0.48812875151634216
false_negative,data/raw/artifact_full/test/FAKE/projected_gan__img000234.jpg,1,0.4919370412826538
false_negative,data/raw/artifact_full/test/FAKE/palette__img000001.jpg,1,0.49331554770469666
